Ad Index,Advertiser,Ad Text,Ad Link,Page ID,Active Time,Error,Raw HTML
65,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
66,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
67,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
73,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
74,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
75,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
76,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
77,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
78,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
79,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
85,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
86,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
87,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
88,odintconsultingservices,...,https://www.facebook.com/odintconsultingservices/,odintconsultingservices,Unknown,Incomplete data,N/A
89,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
90,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
91,Unknown Advertiser,...,,N/A,Unknown,Incomplete data,N/A
